pert_iname,smiles
BAX-channel-blocker,O[C@@H](CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12 |&1:1|
BAY-11-7082,Cc1ccc(cc1)S(=O)(=O)\C=C\C#N
BAY-11-7085,CC(C)(C)c1ccc(cc1)S(=O)(=O)\C=C\C#N
BAY-1251152,COc1cc(F)ccc1-c1cc(Nc2cc(C[S@](C)(=N)=O)ccn2)ncc1F |r|
BAY-1436032,C[C@H]1C[C@H](CC(C)(C)C1)n1c(Nc2ccc(OC(F)(F)F)cc2)nc2cc(CCC(O)=O)ccc12
BAY-1895344,C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1
BAY-2402234,CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(cc2F)C(=O)Nc2c(F)cccc2Cl)c1=O
BAY-41-2272,Nc1nc(ncc1C1CC1)-c1nn(Cc2ccccc2F)c2ncccc12
BAY-60-6583,NC(=O)CSc1nc(N)c(C#N)c(-c2ccc(OCC3CC3)cc2)c1C#N
BAY-60-7550,COc1ccc(Cc2nc(=O)c3c(C)nc([C@@H](CCCc4ccccc4)[C@@H](C)O)n3[nH]2)cc1OC
BAY-61-3606,COc1ccc(cc1OC)-c1cc2nccn2c(Nc2ncccc2C(N)=O)n1
BAY-8002,OC(=O)c1ccccc1NC(=O)c1cc(ccc1Cl)S(=O)(=O)c1ccccc1
BAY-85-8050,"N[C@@H](C[C@@H](F)C(O)=O)C(O)=O |&1:1,&2:3,r|"
BAY-87-2243,Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1
BAY-K-8644-(+/-),"COC(=O)C1=C(C)NC(C)=C([C@@H]1c1ccccc1C(F)(F)F)[N+]([O-])=O |r,c:4,9|"
BAY-K-8644-(s)-(-),"COC(=O)C1=C(C)NC(C)=C([C@H]1c1ccccc1C(F)(F)F)[N+]([O-])=O |c:4,9|"
BAY-W-9798,"COC(=O)C1=C(C)N(C)C(C)=C(C1c1ccc(cc1)C(F)(F)F)C(=O)OC |c:4,10|"
BAY1125976,NC(=O)c1ccc2nc(c(-c3ccccc3)n2n1)-c1ccc(cc1)C1(N)CCC1
BAY1217389,COc1ccc(Oc2cc(NCCC(F)(F)F)c3ncc(-c4ccc(C(=O)NC5CC5)c(C)c4)n3n2)c(F)c1F
BAZ2-ICR,Cn1cc(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(cc2)C#N)cn1
bazedoxifene,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
BC-11,NC(=N)SCc1ccc(cc1)B(O)O
BCI-540,Cc1oc2nc3CCCCc3c(NC(=O)CN3CCCC3=O)c2c1C
BCTC,CC(C)(C)c1ccc(NC(=O)N2CCN(CC2)c2ncccc2Cl)cc1
BCX-1470,NC(=N)c1cc2ccc(OC(=O)c3cccs3)cc2s1
BD-1008,CN(CCN1CCCC1)CCc1ccc(Cl)c(Cl)c1
BD-1047,CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1
BD-1063,CN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1
BE-2254,Oc1ccc(CCNC[C@H]2CCc3ccccc3C2=O)cc1 |r|
BEBT-908,CNc1ccc(cn1)-c1nc(N2CCOCC2)c2sc(CN(C)c3ncc(cn3)C(=O)NO)cc2n1
beclabuvir,COc1ccc2-c3c(C4CCCCC4)c4ccc(cc4n3C[C@]3(C[C@H]3c2c1)C(=O)N1[C@H]2CC[C@@H]1CN(C)C2)C(=O)NS(=O)(=O)N(C)C |THB:27:29:31.32:34.35.37|
beclamide,ClCCC(=O)NCc1ccccc1
beclomethasone,"C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO |&1:1,&2:3,&3:4,&4:13,&5:15,&6:17,&7:20,&8:22,r,c:11,t:7|"
beclomethasone-dipropionate,"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C |c:25,t:21|"
bedaquiline,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
befuraline,O=C(N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2o1
begacestat,OC[C@@H](NS(=O)(=O)c1ccc(Cl)s1)C(C(F)(F)F)C(F)(F)F
bekanamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
belinostat,ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1
belizatinib,CC(C)NC(=O)[C@H]1CC[C@H](CC1)n1c(NC(=O)c2ccc(F)cc2)nc2ccc(CN3CCC(CC3)C(C)(C)O)cc12 |r|
belotecan,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccccc4c(CCNC(C)C)c3Cn1c2=O
bemegride,CCC1(C)CC(=O)NC(=O)C1
bemesetron,"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c1cc(Cl)cc(Cl)c1 |r,THB:0:1:3.4:6.7.8|"
bemotrizinol,"CCCC[C@H](CC)COc1ccc(c(O)c1)-c1nc(nc(n1)-c1ccc(OC[C@H](CC)CCCC)cc1O)-c1ccc(OC)cc1 |&1:28,&2:4|"
bempedoic-acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O
benactyzine,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
benaxibine,OC[C@H]1O[C@@H](Nc2ccc(cc2)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
benazepril,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O
bendamustine,Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl
bendazac,OC(=O)COc1nn(Cc2ccccc2)c2ccccc12
bendazol,C(c1nc2ccccc2[nH]1)c1ccccc1
bendroflumethiazide,"NS(=O)(=O)c1cc2c(N[C@@H](Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F |&1:9,r|"
benethamine,C(Cc1ccccc1)NCc1ccccc1
benfluorex,C[C@@H](Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1 |r|
benfluralin,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
benfotiamine,C\C(N(Cc1cnc(C)nc1N)C=O)=C(/CCOP(O)(O)=O)SC(=O)c1ccccc1
benidipine,COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(Cc2ccccc2)C1
benperidol,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O
benproperine,"C[C@@H](COc1ccccc1Cc1ccccc1)N1CCCCC1 |&1:1,r|"
benserazide,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
bentiromide,OC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
benurestat,ONC(=O)CNC(=O)c1ccc(Cl)cc1
benzalkonium,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
benzamil,NC(NCc1ccccc1)=NC(=O)c1nc(Cl)c(N)nc1N
benzbromarone,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
"benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]","CC(C)NC[C@@H](O)c1cc(C)ccc1C |&1:5,r|"
benzethonium,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
benznidazole,[O-][N+](=O)c1nccn1CC(=O)NCc1ccccc1
benzo[d]thiazole-2(3H)-thione,S=c1[nH]c2ccccc2s1
benzocaine,CCOC(=O)c1ccc(N)cc1
benzoclidine,"O=C(O[C@H]1CN2CCC1CC2)c1ccccc1 |&1:3,r|"
benzofenac,OC(=O)Cc1ccc(OCc2ccccc2)c(Cl)c1
benzoic-acid,OC(=O)c1ccccc1
benzoin,"O[C@@H](C(=O)c1ccccc1)c1ccccc1 |&1:1,r|"
benzonatate,CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
benzoquinonium-dibromide,"CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1 |c:30,t:9|"
benzotript,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1
benzoxiquine,O=C(Oc1cccc2cccnc12)c1ccccc1
benzoyl-peroxide,O=C(OOC(=O)c1ccccc1)c1ccccc1
benzoylpas,OC(=O)c1ccc(NC(=O)c2ccccc2)cc1O
benzthiazide,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)=CSCc2ccccc2)cc1Cl
benztropine-mesylate,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(c1ccccc1)c1ccccc1
benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
benzyl-alcohol,OCc1ccccc1
benzyl-benzoate,O=C(OCc1ccccc1)c1ccccc1
benzyl-isothiocyanate,S=C=NCc1ccccc1
benzyldimethylhexadecylammonium,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
benzyldimethyloctylammonium,CCCCCCCC[N+](C)(C)Cc1ccccc1
benzylpenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O
bephenium-hydroxynaphthoate,C[N+](C)(CCOc1ccccc1)Cc1ccccc1
bepotastine,OC(=O)CCCN1CCC(CC1)O[C@@H](c1ccc(Cl)cc1)c1ccccn1
bepridil,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
berberine,COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC
bergapten,COc1c2ccoc2cc2oc(=O)ccc12
bergenin,COc1c(O)cc2C(=O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]3c2c1O
besifloxacin,N[C@@H]1CCCCN(C1)c1c(F)cc2c(c1Cl)n(cc(C(O)=O)c2=O)C1CC1
BET-BAY-002,Cc1nnc(C[C@@H]2C=C(c3ccc(Cl)cc3)c3ccccc3-n3c(C)nnc23)o1 |t:7|
beta-amyloid-synthesis-inhibitor,Oc1cccc(Nc2ccc(Nc3cccc(O)c3)nn2)c1
beta-carotene,"C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C |c:9,32|"
beta-CCB,CCCCOC(=O)c1cc2c(cn1)[nH]c1ccccc21
beta-elemene,CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C
beta-funaltrexamine,COC(=O)\C=C\C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CC1)c45
beta-glycerophosphoric-acid,OCC(CO)OP(O)(O)=O
beta-hydroxy-beta-methylbutyrate,CC(C)(O)CC(O)=O.CC(C)(O)CC(O)=O
beta-hydroxybutyrate,CC(O)CC(O)=O
beta-lapachone,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O |c:5|
beta-naphthol,Oc1ccc2ccccc2c1
betahistine,CNCCc1ccccn1
betaine,C[N+](C)(C)CC(O)=O
betamethasone,"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO |c:11,t:7|"
betamethasone-acetate,"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O |c:11,t:7|"
betamethasone-butyrate-propionate,"CCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(=O)CC |c:18,t:14|"
betamethasone-dipropionate,"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C |c:25,t:21|"
betamethasone-phosphate,"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(O)(O)=O |c:11,t:7|"
betamethasone-valerate,"CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO |c:19,t:15|"
betamipron,OC(=O)CCNC(=O)c1ccccc1
betaxolol,"CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1 |&1:5,r|"
betazole,NCCc1ccn[nH]1
bethanechol,C[C@@H](C[N+](C)(C)C)OC(N)=O |r|
BETP,"CC[S@](=O)c1nc(cc(n1)C(F)(F)F)-c1cccc(OCc2ccccc2)c1 |&1:2,r|"
betrixaban,COc1ccc(NC(=O)c2ccc(cc2)C(=N)N(C)C)c(c1)C(=O)Nc1ccc(Cl)cn1
betulinic-acid,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O
bevantolol,COc1ccc(CCNC[C@@H](O)COc2cccc(C)c2)cc1OC |&1:10|
bevenopran,COc1cc(CNCCC2CCOCC2)ccc1Oc1cnc(cn1)C(N)=O
bevirimat-dimeglumine,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O
bexagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1ccc(Cl)c(Cc2ccc(OCCOC3CC3)cc2)c1
bexarotene,Cc1cc2c(cc1C(=C)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C
bezafibrate,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O
BFH772,OCc1cc(Oc2ccc3c(cccc3c2)C(=O)Nc2cccc(c2)C(F)(F)F)ncn1
BGP-15,"O[C@H](CONC(=N)c1cccnc1)CN1CCCCC1 |&1:1,r|"
BGT226,COc1ccc(cn1)-c1ccc2ncc3n(C)c(=O)n(-c4ccc(N5CCNCC5)c(c4)C(F)(F)F)c3c2c1
BHQ,CC(C)(C)c1cc(O)c(cc1O)C(C)(C)C
BI-224436,Cc1nc2ccccc2c(-c2ccc3OCCc4ccnc2c34)c1[C@H](OC(C)(C)C)C(O)=O
BI-2536,CC[C@H]1N(C2CCCC2)c2nc(Nc3ccc(cc3OC)C(=O)NC3CCN(C)CC3)ncc2N(C)C1=O
BI-409306,Oc1nc(Cc2ccccn2)nc2n(ncc12)C1CCOCC1
BI-78D3,[O-][N+](=O)c1cnc(Sc2n[nH]c(=O)n2-c2ccc3OCCOc3c2)s1
BI-847325,CCNC(=O)C#Cc1ccc2\C(=C(/Nc3ccc(CN(C)C)cc3)c3ccccc3)C(=O)Nc2c1
BI-D1870,"CC(C)CCN1[C@@H](C)C(=O)N(C)c2cnc(Nc3cc(F)c(O)c(F)c3)nc12 |&1:6,r|"
BIA-10-2474,CN(C1CCCCC1)C(=O)n1cnc(c1)-c1ccc[n+]([O-])c1
biapenem,"C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(SC3Cn4cnc[n+]4C3)=C(N2C1=O)C(O)=O |a:1,3,4,5,&1:9,c:18|"
BIBN4096,NCCCC[C@H](NC(=O)[C@@H](Cc1cc(Br)c(O)c(Br)c1)NC(=O)N1CCC(CC1)N1Cc2ccccc2NC1=O)C(=O)N1CCN(CC1)c1ccncc1
BIBR-1532,C\C(=C/C(=O)Nc1ccccc1C(O)=O)c1ccc2ccccc2c1
BIBU-1361,CCN(CC)CC1CCN(CC1)c1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1
BIBX-1382,CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1
bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F |&1:1|
bicifadine,"[H][C@@]12C[C@@]1(CNC2)c1ccc(C)cc1 |&1:1,3,r|"
bictegravir,[H][C@@]12CC[C@@]([H])(C1)N1C(=O)c3c(O)c(=O)c(cn3C[C@@]1([H])O2)C(=O)NCc1c(F)cc(F)cc1F
bicuculline-(+),CN1CCc2cc3OCOc3cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1OCOc21
bicuculline-methochloride-(-),C[N+]1(C)CCc2cc3OCOc3cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1OCOc21
bicyclol,COC(=O)c1cc(OC)c2OCOc2c1-c1c2OCOc2c(OC)cc1CO
bifemelane,CNCCCCOc1ccccc1Cc1ccccc1
bifendate,COC(=O)c1cc(OC)c2OCOc2c1-c1c2OCOc2c(OC)cc1C(=O)OC
bifonazole,"c1cn(cn1)[C@@H](c1ccccc1)c1ccc(cc1)-c1ccccc1 |&1:5,r|"
BIIB021,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C
bilastine,CCOCCn1c(nc2ccccc12)C1CCN(CCc2ccc(cc2)C(C)(C)C(O)=O)CC1
bilobalide,CC(C)(C)[C@]1(O)C[C@@H]2OC(=O)C[C@@]22C(=O)O[C@@H]3OC(=O)[C@H](O)[C@]123
bimatoprost,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCc1ccccc1
BIMU-8,"CC(C)n1c2ccccc2n(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C)c1=O |&1:14,16,19|"
BINA,"Cc1c2C(=O)[C@H](Cc2cc(OCc2cccc(c2)-c2ccc(cc2)C(O)=O)c1C)C1CCCC1 |&1:5,r|"
bindarit,CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(O)=O
binimetinib,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(cc12)C(=O)NOCCO
BIO-1211,CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(O)=O
BIO-5192,CC(C)C[C@H](N(C)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)NCC[C@H](NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1)C(O)=O
biotin,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
bipenamol,NCc1ccccc1Sc1ccccc1CO
biperiden,"O[C@@](CCN1CCCCC1)([C@@H]1C[C@@H]2C[C@H]1C=C2)c1ccccc1 |&1:12,14,&2:10,&3:1,c:17|"
birinapant,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c([nH]c2cc(F)ccc12)-c1[nH]c2cc(F)ccc2c1C[C@@H]1C[C@H](O)CN1C(=O)[C@H](CC)NC(=O)[C@H](C)NC
BIRT-377,CN1C(=O)N(C(=O)[C@@]1(C)Cc1ccc(Br)cc1)c1cc(Cl)cc(Cl)c1
bis(maltolato)oxovanadium(IV),Cc1occc(=O)c1O[V](=O)Oc1c(C)occc1=O
bisacodyl,CC(=O)Oc1ccc(cc1)C(c1ccc(OC(C)=O)cc1)c1ccccn1
bisantrene,"C1CN=C(N\N=C\c2c3ccccc3c(\C=N\NC3=NCCN3)c3ccccc23)N1 |t:2,19|"
bisindolylmaleimide-IX,Cn1cc(C2=C(C(=O)NC2=O)c2cn(CCCSC(N)=N)c3ccccc23)c2ccccc12 |t:4|
bismuth-oxalate,[Bi].[Bi].OC(=O)C(O)=O.OC(=O)C(O)=O.OC(=O)C(O)=O
bismuth-subcitrate-potassium,"OC(=O)C[C@](O)(CC(=O)O[Bi]1OC(=O)C[C@@](O)(CC(O)=O)C(=O)O1)C(O)=O |&1:4,&2:15|"
bismuth-subgallate,O[Bi]1Oc2cc(cc(O)c2O1)C(O)=O
bismuth-subsalicylate,O[Bi]1OC(=O)c2ccccc2O1
bismuth(III)-trifluoromethanesulfonate,[Bi].OS(=O)(=O)C(F)(F)F.OS(=O)(=O)C(F)(F)F.OS(=O)(=O)C(F)(F)F
bisoctrizole,CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(c2O)-n2nc3ccccc3n2)C(C)(C)CC(C)(C)C)c(O)c(c1)-n1nc2ccccc2n1
bisoprolol,CC(C)NC[C@@H](O)COc1ccc(COCCOC(C)C)cc1 |&1:5|
bisphenol-A,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
bithionol,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
bitopertin,C[C@H](Oc1ccc(cc1C(=O)N1CCN(CC1)c1ncc(cc1F)C(F)(F)F)S(C)(=O)=O)C(F)(F)F
bitoscanate,S=C=Nc1ccc(cc1)N=C=S
bivalirudin,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(O)=O
BIX-01294,COc1cc2nc(nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC)N1CCCN(C)CC1
BIX-02188,CN(C)Cc1cccc(N\C(=C2/C(=O)Nc3cc(ccc23)C(N)=O)c2ccccc2)c1
BIX-02189,CN(C)Cc1cccc(N\C(=C2/C(=O)Nc3cc(ccc23)C(=O)N(C)C)c2ccccc2)c1
BL-5583,OC(=O)c1cc2ccccc2s1
blebbistatin-(-),Cc1ccc2N=C3N(CC[C@@]3(O)C(=O)c2c1)c1ccccc1 |t:5|
blebbistatin-(+/-),"Cc1ccc2N=C3N(CC[C@@]3(O)C(=O)c2c1)c1ccccc1 |&1:10,r,t:5|"
bleomycetin,C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCCNCCCCN
bleomycin,[H][C@]1(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]2O)[C@@H](O[C@H]([C@H](NC(=O)c2nc(nc(N)c2C)[C@H](CC(N)=O)NC[C@@H](N)C(N)=O)C(=O)N[C@@H](C)[C@H](O)[C@@H](C)C(=O)N[C@H]([C@@H](C)O)C(=O)NCCc2nc(cs2)-c2nc(cs2)C(=O)NCCC[S+](C)C)c2c[nH]cn2)O[C@H](CO)[C@H](O)[C@H]1O
blonanserin,CCN1CCN(CC1)c1cc(-c2ccc(F)cc2)c2CCCCCCc2n1
BLU9931,COc1cc(OC)c(Cl)c(c1Cl)-c1ccc2nc(Nc3c(C)cccc3NC(=O)C=C)ncc2c1
BLZ945,CNC(=O)c1cc(Oc2ccc3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)ccn1
BML-190,COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)N3CCOCC3)c2c1
BML-284,COc1cccc(c1)-c1cc(NCc2ccc3OCOc3c2)nc(N)n1
BMS-182874,CN(C)c1cccc2c(cccc12)S(=O)(=O)Nc1onc(C)c1C
BMS-191011,Oc1ccc(Cl)cc1Cn1nc(oc1=O)-c1ccc(cc1)C(F)(F)F
BMS-191095,CC1(C)Oc2ccc(cc2[C@@H]([C@H]1O)N(Cc1ncc[nH]1)c1ccc(Cl)cc1)C#N
BMS-207940,CN(Cc1cc(ccc1-c1ccccc1S(=O)(=O)Nc1noc(C)c1C)-c1ncco1)C(=O)CC(C)(C)C
BMS-214662,O=S(=O)(N1Cc2cc(ccc2N(Cc2cnc[nH]2)C[C@H]1Cc1ccccc1)C#N)c1cccs1
BMS-265246,CCCCOc1c(cnc2n[nH]cc12)C(=O)c1c(F)cc(C)cc1F
BMS-299897,C[C@@H](N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1)c1ccc(F)cc1CCCC(O)=O
BMS-309403,CCc1c(c(nn1-c1ccccc1-c1cccc(OCC(O)=O)c1)-c1ccccc1)-c1ccccc1
BMS-345541,Cc1cnc2c(NCCN)nc3ccc(C)cc3n12
BMS-387032,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
BMS-470539,CCCC(=O)C1(CCN(CC1)C(=O)[C@@H](Cc1ccc(OC)cc1)NC(=O)[C@@H](N)Cc1cncn1C)c1ccccc1
BMS-536924,Cc1cc(cc2[nH]c(nc12)-c1c(NC[C@@H](O)c2cccc(Cl)c2)cc[nH]c1=O)N1CCOCC1
BMS-566419,CCN1CCN(CC1)c1ccc(cn1)C(C)(C)NC(=O)c1cc2[nH]c3ccccc3c(=O)c2cc1F
BMS-582949,CCCNC(=O)c1cn2ncnc(Nc3cc(ccc3C)C(=O)NC3CC3)c2c1C
BMS-587101,CN1C(=O)N(C(=O)[C@]11CN(Cc2cc(cs2)C(O)=O)C[C@H]1c1ccc(cc1)C#N)c1cc(Cl)cc(Cl)c1
BMS-599626,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4n(Cc5cccc(F)c5)ncc4c3)c12
BMS-626529,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(CC3)C(=O)c3ccccc3)c12
BMS-626531,Cc1c(cnn1-c1ncccc1C(F)(F)F)C(=O)Nc1cc(ccc1C)C(=O)NC1CC1
BMS-649,CC1(C)CCC(C)(C)c2cc(ccc12)C1(OCCO1)c1ccc(cc1)C(O)=O
BMS-688521,CN1C(=O)N(C(=O)[C@]11CN(C[C@H]1c1ccc(cc1)C#N)c1ccc(cn1)C(O)=O)c1cc(Cl)cc(Cl)c1
BMS-690514,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1
BMS-707035,Cn1c(nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O)N1CCCCS1(=O)=O
BMS-754807,C[C@]1(CCCN1c1nc(Nc2cc(n[nH]2)C2CC2)c2cccn2n1)C(=O)Nc1ccc(F)nc1
